unit,age,sex,severity,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
RT_SINC,Y35-44,F,FATALITY,CY	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,CZ	: 	0 	0.79 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,DE	0 	0.08 	0 	0.07 	0.03 	0.05 
RT_SINC,Y35-44,F,FATALITY,DK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,EE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,EL	: 	0 	0 	0 	0.48 	0.27 
RT_SINC,Y35-44,F,FATALITY,ES	: 	0.22 	0.06 	0.29 	0.4 	0.14 
RT_SINC,Y35-44,F,FATALITY,EU15	: 	0.08 	0.13 	0.13 	0.15 	0.17 
RT_SINC,Y35-44,F,FATALITY,EU27	: 	0.08 	0.15 	0.18 	0.23 	0.25 
RT_SINC,Y35-44,F,FATALITY,EU28	: 	0.08 	0.15 	0.18 	0.22 	: 
RT_SINC,Y35-44,F,FATALITY,FI	: 	0 	0 	0 	0 	0.79 
RT_SINC,Y35-44,F,FATALITY,FR	: 	0.18 	0.38 	0.24 	0.23 	0.11 
RT_SINC,Y35-44,F,FATALITY,HR	: 	0 	0 	0 	: 	: 
RT_SINC,Y35-44,F,FATALITY,HU	: 	0 	0 	0 	0.87 	0.86 
RT_SINC,Y35-44,F,FATALITY,IE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,IS	: 	0 	: 	: 	: 	: 
RT_SINC,Y35-44,F,FATALITY,IT	: 	0 	0.2 	0.23 	0.11 	0.23 
RT_SINC,Y35-44,F,FATALITY,LT	: 	0 	2.28 	0 	0.8 	0.72 
RT_SINC,Y35-44,F,FATALITY,LU	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,LV	: 	0 	2.03 	1.31 	1.03 	1.37 
RT_SINC,Y35-44,F,FATALITY,MT	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,NL	: 	0 	0.15 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,PL	: 	0.09 	0.01 	0.2 	0.67 	0.1 
RT_SINC,Y35-44,F,FATALITY,PT	: 	0.21 	0 	0 	0 	: 
RT_SINC,Y35-44,F,FATALITY,RO	: 	0.21 	0.65 	1.02 	0.67 	2.49 
RT_SINC,Y35-44,F,FATALITY,SE	0 	0 	1.17 	0 	0.59 	0 
RT_SINC,Y35-44,F,FATALITY,SI	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,SK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,F,FATALITY,UK	: 	0 	0 	0 	0.21 	0 
RT_SINC,Y35-44,F,GE_D4,AT	: 	671.27 	816.37 	793.45 	702.89 	741.52 
RT_SINC,Y35-44,F,GE_D4,BE	: 	951.03 	1044.8 	910.75 	855.13 	1197.07 
RT_SINC,Y35-44,F,GE_D4,BG	: 	38.06 	27.77 	28.84 	35.97 	43.95 
RT_SINC,Y35-44,F,GE_D4,CH	1112.47 	937.24 	839.01 	949.8 	756.52 	1143.3 
RT_SINC,Y35-44,F,GE_D4,CY	314.18 	258.32 	331.68 	362.42 	338.58 	430.95 
RT_SINC,Y35-44,F,GE_D4,CZ	: 	548.9 	593.9 	773.14 	756.5 	1035 
RT_SINC,Y35-44,F,GE_D4,DE	797.85 	788.11 	807.5 	717.47 	761.5 	915.1 
RT_SINC,Y35-44,F,GE_D4,DK	: 	1119.43 	1259.31 	1220.95 	1181.54 	1471.43 
RT_SINC,Y35-44,F,GE_D4,EE	: 	682.02 	686.39 	667.9 	615.17 	604.63 
RT_SINC,Y35-44,F,GE_D4,EL	: 	319.29 	291.54 	286.47 	362.17 	590.29 
RT_SINC,Y35-44,F,GE_D4,ES	: 	1432.39 	1766.37 	1933.1 	2103.5 	2579.55 
RT_SINC,Y35-44,F,GE_D4,EU15	: 	909.73 	1098.46 	1129.58 	1092.21 	1173.31 
RT_SINC,Y35-44,F,GE_D4,EU27	: 	764.22 	914.14 	972.04 	953.53 	1000.28 
RT_SINC,Y35-44,F,GE_D4,EU28	: 	761.96 	912.16 	968.4 	937.75 	: 
RT_SINC,Y35-44,F,GE_D4,FI	: 	69.1 	1145.83 	1052.31 	909.23 	1258.82 
RT_SINC,Y35-44,F,GE_D4,FR	: 	1176.61 	2129.9 	2175.85 	1797.69 	1985.72 
RT_SINC,Y35-44,F,GE_D4,HR	: 	476.83 	661.85 	486 	: 	: 
RT_SINC,Y35-44,F,GE_D4,HU	: 	364.55 	295.59 	368.38 	306.02 	411.33 
RT_SINC,Y35-44,F,GE_D4,IE	: 	1036.07 	772.87 	594.26 	341.19 	361 
RT_SINC,Y35-44,F,GE_D4,IS	: 	700.95 	: 	: 	: 	: 
RT_SINC,Y35-44,F,GE_D4,IT	: 	794.58 	943.39 	1020.57 	1046.55 	1099.59 
RT_SINC,Y35-44,F,GE_D4,LT	: 	166.77 	123.75 	84.37 	102.48 	137.15 
RT_SINC,Y35-44,F,GE_D4,LU	: 	1352.28 	1265.06 	1218.8 	1328.67 	1454.74 
RT_SINC,Y35-44,F,GE_D4,LV	: 	73.13 	67.45 	56.6 	54.54 	85.77 
RT_SINC,Y35-44,F,GE_D4,MT	391.16 	339.76 	513.8 	359.45 	446.99 	468.19 
RT_SINC,Y35-44,F,GE_D4,NL	: 	1607.38 	2210.38 	2386.11 	2237.68 	1355.83 
RT_SINC,Y35-44,F,GE_D4,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,F,GE_D4,PL	: 	423.63 	394.09 	439.51 	704.53 	427.22 
RT_SINC,Y35-44,F,GE_D4,PT	: 	2248.71 	1782.02 	1658.04 	1747.49 	: 
RT_SINC,Y35-44,F,GE_D4,RO	: 	33.1 	28.6 	35.62 	30.37 	43.35 
RT_SINC,Y35-44,F,GE_D4,SE	566.01 	601.71 	575.35 	634.74 	573.08 	635.92 
RT_SINC,Y35-44,F,GE_D4,SI	: 	1013.84 	1149.9 	1261.84 	1180.82 	1329.62 
RT_SINC,Y35-44,F,GE_D4,SK	: 	211.97 	210.17 	299.86 	241.61 	309.37 
RT_SINC,Y35-44,F,GE_D4,UK	: 	349.76 	401.55 	439.68 	441.79 	450.68 
RT_SINC,Y35-44,M,FATALITY,AT	: 	1.04 	5.9 	2.68 	2.92 	0 
RT_SINC,Y35-44,M,FATALITY,BE	: 	1.34 	3.79 	1.59 	2.86 	4.53 
RT_SINC,Y35-44,M,FATALITY,BG	: 	6.63 	3.4 	3.04 	3.94 	4.94 
RT_SINC,Y35-44,M,FATALITY,CH	2.55 	1.93 	3.17 	2.78 	2.06 	4.66 
RT_SINC,Y35-44,M,FATALITY,CY	9.92 	0 	4.78 	7.04 	2.79 	4.59 
RT_SINC,Y35-44,M,FATALITY,CZ	: 	3.45 	4.41 	1.54 	2.04 	3.93 
RT_SINC,Y35-44,M,FATALITY,DE	1.08 	1.18 	1.33 	1.11 	0.82 	1.63 
RT_SINC,Y35-44,M,FATALITY,DK	: 	1.27 	1.85 	0.54 	0.73 	1.54 
RT_SINC,Y35-44,M,FATALITY,EE	: 	1.12 	6.14 	0 	4.27 	2.06 
RT_SINC,Y35-44,M,FATALITY,EL	: 	2.53 	0.89 	2.23 	1.23 	3.24 
RT_SINC,Y35-44,M,FATALITY,ES	: 	2.89 	2.82 	2.42 	3.75 	3.73 
RT_SINC,Y35-44,M,FATALITY,EU15	: 	1.72 	1.82 	2.14 	2.21 	2.52 
RT_SINC,Y35-44,M,FATALITY,EU27	: 	2.09 	2.11 	2.61 	2.63 	3.14 
RT_SINC,Y35-44,M,FATALITY,EU28	: 	2.13 	2.11 	2.62 	2.58 	: 
RT_SINC,Y35-44,M,FATALITY,FI	: 	0 	0.48 	1.36 	0.69 	1.11 
RT_SINC,Y35-44,M,FATALITY,FR	: 	3.37 	3.8 	3.23 	2.32 	0.6 
RT_SINC,Y35-44,M,FATALITY,HR	: 	7.13 	2.59 	4.77 	: 	: 
RT_SINC,Y35-44,M,FATALITY,HU	: 	2.83 	2.88 	2.77 	1.59 	4.4 
RT_SINC,Y35-44,M,FATALITY,IE	: 	3.65 	3.95 	1.49 	0.84 	0 
RT_SINC,Y35-44,M,FATALITY,IS	: 	0 	: 	: 	: 	: 
RT_SINC,Y35-44,M,FATALITY,IT	: 	1.48 	1.48 	1.97 	1.78 	2.86 
RT_SINC,Y35-44,M,FATALITY,LT	: 	4.44 	5.48 	4.02 	5.9 	4.84 
RT_SINC,Y35-44,M,FATALITY,LU	: 	15.04 	5.24 	1.54 	5.13 	8.14 
RT_SINC,Y35-44,M,FATALITY,LV	: 	10.14 	5.18 	0.28 	3.88 	2.43 
RT_SINC,Y35-44,M,FATALITY,MT	0 	6.37 	0 	0 	0 	0 
RT_SINC,Y35-44,M,FATALITY,NL	: 	0.99 	0.65 	0 	1.16 	0 
RT_SINC,Y35-44,M,FATALITY,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,M,FATALITY,PL	: 	1.96 	1.54 	5.02 	6.46 	5.53 
RT_SINC,Y35-44,M,FATALITY,PT	: 	4.01 	3.45 	4.07 	6.62 	: 
RT_SINC,Y35-44,M,FATALITY,RO	: 	8.41 	21.62 	11.45 	6.51 	9.76 
RT_SINC,Y35-44,M,FATALITY,SE	0.66 	0.46 	0.79 	1.43 	0.79 	1.07 
RT_SINC,Y35-44,M,FATALITY,SI	: 	1.87 	0.92 	5.52 	1.25 	4.7 
RT_SINC,Y35-44,M,FATALITY,SK	: 	2.52 	0 	0.47 	0.61 	0 
RT_SINC,Y35-44,M,FATALITY,UK	: 	0.86 	0.76 	0.93 	0.45 	0.72 
RT_SINC,Y35-44,M,GE_D4,AT	: 	2274.62 	2640.88 	2230.44 	2263.11 	2683.18 
RT_SINC,Y35-44,M,GE_D4,BE	: 	2529.52 	2899.87 	2257.74 	2291.25 	3395.8 
RT_SINC,Y35-44,M,GE_D4,BG	: 	113.07 	104.36 	77.69 	98.76 	118.75 
RT_SINC,Y35-44,M,GE_D4,CH	3685.2 	3309.78 	2896.39 	3482.22 	2451.14 	4333.97 
RT_SINC,Y35-44,M,GE_D4,CY	775.72 	848.96 	1591.37 	906.42 	1068.17 	1575.39 
RT_SINC,Y35-44,M,GE_D4,CZ	: 	926.22 	996.05 	1418.07 	1445.17 	2187.94 
RT_SINC,Y35-44,M,GE_D4,DE	2620.25 	2587.16 	2943.09 	2474.81 	2171.14 	3107.41 
RT_SINC,Y35-44,M,GE_D4,DK	: 	2207.78 	2653.33 	2549.31 	2360.91 	3118.85 
RT_SINC,Y35-44,M,GE_D4,EE	: 	998.51 	954.19 	1231.87 	1005.42 	2426.99 
RT_SINC,Y35-44,M,GE_D4,EL	: 	700.61 	640.55 	677.93 	868.85 	1625.66 
RT_SINC,Y35-44,M,GE_D4,ES	: 	3338.64 	4092.11 	4080.98 	4868.52 	5894.64 
RT_SINC,Y35-44,M,GE_D4,EU15	: 	2113.01 	2523.54 	2546.26 	2347.51 	2921.13 
RT_SINC,Y35-44,M,GE_D4,EU27	: 	1802.74 	2170.49 	2246.82 	2085.96 	2543.2 
RT_SINC,Y35-44,M,GE_D4,EU28	: 	1799.06 	2166.2 	2242.62 	2055.74 	: 
RT_SINC,Y35-44,M,GE_D4,FI	: 	256.74 	2555.48 	2523.91 	2303 	3042.79 
RT_SINC,Y35-44,M,GE_D4,FR	: 	2395.37 	4886.1 	4264.23 	3286.05 	4552.15 
RT_SINC,Y35-44,M,GE_D4,HR	: 	1187.73 	1453.97 	1436.04 	: 	: 
RT_SINC,Y35-44,M,GE_D4,HU	: 	575.8 	601.2 	556.32 	550.35 	807.81 
RT_SINC,Y35-44,M,GE_D4,IE	: 	1480.89 	2003.92 	1013.79 	616.3 	853.87 
RT_SINC,Y35-44,M,GE_D4,IS	: 	1172.68 	: 	: 	: 	: 
RT_SINC,Y35-44,M,GE_D4,IT	: 	1591.54 	1839.53 	2041.46 	2096.04 	2447.67 
RT_SINC,Y35-44,M,GE_D4,LT	: 	291.63 	250.51 	239.42 	283.11 	298.51 
RT_SINC,Y35-44,M,GE_D4,LU	: 	3309.28 	3090.8 	3056.95 	3235.65 	4171.35 
RT_SINC,Y35-44,M,GE_D4,LV	: 	230.71 	233.27 	162.87 	145.15 	237.64 
RT_SINC,Y35-44,M,GE_D4,MT	2220.15 	2540.63 	2338.93 	2476.07 	2419.2 	2773.72 
RT_SINC,Y35-44,M,GE_D4,NL	: 	3623.14 	2484.18 	3050.12 	2446.25 	5148.37 
RT_SINC,Y35-44,M,GE_D4,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,M,GE_D4,PL	: 	721.5 	691.6 	871.34 	1243.09 	855.14 
RT_SINC,Y35-44,M,GE_D4,PT	: 	4423.61 	4103.19 	4039.82 	4040.11 	: 
RT_SINC,Y35-44,M,GE_D4,RO	: 	108.35 	225.2 	115.48 	72.44 	107.98 
RT_SINC,Y35-44,M,GE_D4,SE	847.38 	869.76 	871.55 	882.93 	864.74 	943.89 
RT_SINC,Y35-44,M,GE_D4,SI	: 	2077.36 	2326.17 	2383.08 	2289.36 	2944.11 
RT_SINC,Y35-44,M,GE_D4,SK	: 	461.85 	509.66 	515.96 	431.57 	634.96 
RT_SINC,Y35-44,M,GE_D4,UK	: 	845.28 	910.91 	961.32 	1006.92 	843.4 
RT_SINC,Y35-44,T,FATALITY,AT	: 	0.61 	3.96 	1.63 	1.96 	0 
RT_SINC,Y35-44,T,FATALITY,BE	: 	0.84 	2.42 	0.97 	1.83 	2.89 
RT_SINC,Y35-44,T,FATALITY,BG	: 	3.56 	1.76 	1.87 	2.11 	2.51 
RT_SINC,Y35-44,T,FATALITY,CH	1.57 	0.94 	1.97 	1.71 	1.21 	2.79 
RT_SINC,Y35-44,T,FATALITY,CY	5.71 	0 	9.97 	4.1 	1.87 	2.87 
RT_SINC,Y35-44,T,FATALITY,CZ	: 	1.99 	2.8 	0.92 	1.21 	2.26 
RT_SINC,Y35-44,T,FATALITY,DE	0.63 	0.72 	0.78 	0.68 	0.52 	1 
RT_SINC,Y35-44,T,FATALITY,DK	: 	0.79 	1.15 	0.3 	0.46 	0.93 
RT_SINC,Y35-44,T,FATALITY,EE	: 	0.68 	3.47 	0 	2.05 	0.91 
RT_SINC,Y35-44,T,FATALITY,EL	: 	1.6 	0.58 	1.44 	0.98 	2.23 
RT_SINC,Y35-44,T,FATALITY,ES	: 	1.84 	1.72 	1.59 	2.42 	2.38 
RT_SINC,Y35-44,T,FATALITY,EU15	: 	1.09 	1.17 	1.37 	1.43 	1.63 
RT_SINC,Y35-44,T,FATALITY,EU27	: 	1.27 	1.31 	1.64 	1.7 	2.01 
RT_SINC,Y35-44,T,FATALITY,EU28	: 	1.29 	1.32 	1.64 	1.67 	: 
RT_SINC,Y35-44,T,FATALITY,FI	: 	0 	0.3 	0.88 	0.45 	1.04 
RT_SINC,Y35-44,T,FATALITY,FR	: 	2.14 	2.48 	2.11 	1.53 	0.41 
RT_SINC,Y35-44,T,FATALITY,HR	: 	4.23 	1.45 	2.48 	: 	: 
RT_SINC,Y35-44,T,FATALITY,HU	: 	1.68 	1.6 	1.66 	1.25 	2.94 
RT_SINC,Y35-44,T,FATALITY,IE	: 	2.38 	2.73 	1.01 	0.62 	0 
RT_SINC,Y35-44,T,FATALITY,IS	: 	0 	: 	: 	: 	: 
RT_SINC,Y35-44,T,FATALITY,IT	: 	0.93 	1.01 	1.33 	1.18 	1.89 
RT_SINC,Y35-44,T,FATALITY,LT	: 	2.39 	3.35 	2.15 	3.19 	2.99 
RT_SINC,Y35-44,T,FATALITY,LU	: 	10.66 	3.43 	1.18 	3.69 	4.78 
RT_SINC,Y35-44,T,FATALITY,LV	: 	5.93 	4.1 	0.87 	2.3 	2.02 
RT_SINC,Y35-44,T,FATALITY,MT	0 	3.87 	0 	0 	0 	0 
RT_SINC,Y35-44,T,FATALITY,NL	: 	0.64 	0.47 	0 	0.73 	0 
RT_SINC,Y35-44,T,FATALITY,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,T,FATALITY,PL	: 	1.2 	0.89 	2.91 	4.2 	3.14 
RT_SINC,Y35-44,T,FATALITY,PT	: 	2.51 	2.01 	2.27 	3.72 	: 
RT_SINC,Y35-44,T,FATALITY,RO	: 	3.39 	4.4 	4.47 	3.83 	6.3 
RT_SINC,Y35-44,T,FATALITY,SE	0.43 	0.32 	0.91 	0.9 	0.7 	0.7 
RT_SINC,Y35-44,T,FATALITY,SI	: 	1.02 	0.48 	3.42 	0.8 	2.73 
RT_SINC,Y35-44,T,FATALITY,SK	: 	1.4 	0 	0.26 	0.33 	0 
RT_SINC,Y35-44,T,FATALITY,UK	: 	0.53 	0.49 	0.59 	0.35 	0.44 
RT_SINC,Y35-44,T,GE_D4,AT	: 	1549.78 	1903.01 	1668.69 	1674.39 	1879.93 
RT_SINC,Y35-44,T,GE_D4,BE	: 	1924.52 	2192.93 	1759.71 	1770.76 	2606.4 
RT_SINC,Y35-44,T,GE_D4,BG	: 	75.1 	65.71 	52.7 	67.13 	79.51 
RT_SINC,Y35-44,T,GE_D4,CH	2668.48 	2357.07 	2114.83 	2502.49 	1799.49 	3043.15 
RT_SINC,Y35-44,T,GE_D4,CY	593.38 	592.85 	937.75 	675.89 	760.13 	1075.18 
RT_SINC,Y35-44,T,GE_D4,CZ	: 	766.76 	816.96 	1140.8 	1141.18 	1674.01 
RT_SINC,Y35-44,T,GE_D4,DE	1872.27 	1855.16 	2067.93 	1760.03 	1639.22 	2255.97 
RT_SINC,Y35-44,T,GE_D4,DK	: 	1764.41 	2091.34 	2023.42 	1885.28 	2470.76 
RT_SINC,Y35-44,T,GE_D4,EE	: 	759.37 	838.17 	1017.68 	841.33 	1468.49 
RT_SINC,Y35-44,T,GE_D4,EL	: 	566.66 	516.2 	540.83 	688.62 	1237.67 
RT_SINC,Y35-44,T,GE_D4,ES	: 	2593.19 	3167.51 	3242.68 	3772.14 	4651.48 
RT_SINC,Y35-44,T,GE_D4,EU15	: 	1650.89 	1978.54 	2003.71 	1875.5 	2269.11 
RT_SINC,Y35-44,T,GE_D4,EU27	: 	1383.06 	1661.76 	1734.62 	1647.26 	1941.36 
RT_SINC,Y35-44,T,GE_D4,EU28	: 	1379.63 	1658.05 	1729.93 	1622.05 	: 
RT_SINC,Y35-44,T,GE_D4,FI	: 	187.47 	2044.84 	1929.23 	1764.21 	2403.08 
RT_SINC,Y35-44,T,GE_D4,FR	: 	1916.02 	3744.89 	3468.85 	2727.16 	3534.87 
RT_SINC,Y35-44,T,GE_D4,HR	: 	850.92 	1087.26 	950.68 	: 	: 
RT_SINC,Y35-44,T,GE_D4,HU	: 	482.57 	462.15 	476.76 	447.38 	626.54 
RT_SINC,Y35-44,T,GE_D4,IE	: 	1304.38 	1533.8 	842.3 	516.8 	678.51 
RT_SINC,Y35-44,T,GE_D4,IS	: 	980.08 	: 	: 	: 	: 
RT_SINC,Y35-44,T,GE_D4,IT	: 	1291.89 	1505.69 	1650.68 	1704.49 	1948.31 
RT_SINC,Y35-44,T,GE_D4,LT	: 	230.03 	188 	166.31 	188.52 	226.05 
RT_SINC,Y35-44,T,GE_D4,LU	: 	2641.27 	2457.09 	2436.67 	2427.77 	2995.85 
RT_SINC,Y35-44,T,GE_D4,LV	: 	160.68 	154.98 	116.02 	101.49 	167.17 
RT_SINC,Y35-44,T,GE_D4,MT	1590.86 	1790.1 	1789.18 	1751.02 	1853.86 	2153.76 
RT_SINC,Y35-44,T,GE_D4,NL	: 	2898.88 	2354.66 	2832.94 	2359.07 	3733.52 
RT_SINC,Y35-44,T,GE_D4,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,T,GE_D4,PL	: 	594.71 	562.39 	679.6 	1025.74 	671.64 
RT_SINC,Y35-44,T,GE_D4,PT	: 	3438.4 	3088.38 	2956.95 	2979.21 	: 
RT_SINC,Y35-44,T,GE_D4,RO	: 	55.96 	64.38 	63.3 	51.49 	75.89 
RT_SINC,Y35-44,T,GE_D4,SE	751.38 	777.72 	767.92 	797.52 	762.35 	841.96 
RT_SINC,Y35-44,T,GE_D4,SI	: 	1617.05 	1816.49 	1875.8 	1794.42 	2165.9 
RT_SINC,Y35-44,T,GE_D4,SK	: 	342.09 	369.63 	420.29 	343.36 	480.72 
RT_SINC,Y35-44,T,GE_D4,UK	: 	656.96 	729.47 	769.87 	802.18 	704.91 
RT_SINC,Y35-44,UNK,FATALITY,AT	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,BE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,BG	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,CH	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,CY	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,CZ	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,DE	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,DK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,EE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,EL	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,ES	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,EU15	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,EU27	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,EU28	: 	0 	0 	0 	0 	: 
RT_SINC,Y35-44,UNK,FATALITY,FI	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,FR	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,HR	: 	0 	0 	0 	: 	: 
RT_SINC,Y35-44,UNK,FATALITY,HU	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,IE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,IS	: 	0 	: 	: 	: 	: 
RT_SINC,Y35-44,UNK,FATALITY,IT	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,LT	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,LU	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,LV	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,MT	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,NL	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,PL	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,PT	: 	0 	0 	0 	0 	: 
RT_SINC,Y35-44,UNK,FATALITY,RO	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,SE	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,SI	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,SK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,FATALITY,UK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,AT	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,BE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,BG	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,CH	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,CY	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,CZ	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,DE	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,DK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,EE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,EL	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,ES	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,EU15	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,EU27	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,EU28	: 	0 	0 	0 	0 	: 
RT_SINC,Y35-44,UNK,GE_D4,FI	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,FR	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,HR	: 	0 	0 	0 	: 	: 
RT_SINC,Y35-44,UNK,GE_D4,HU	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,IE	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,IS	: 	0 	: 	: 	: 	: 
RT_SINC,Y35-44,UNK,GE_D4,IT	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,LT	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,LU	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,LV	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,MT	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,NL	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,NO	: 	: 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,PL	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,PT	: 	0 	0 	0 	0 	: 
RT_SINC,Y35-44,UNK,GE_D4,RO	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,SE	0 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,SI	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,SK	: 	0 	0 	0 	0 	0 
RT_SINC,Y35-44,UNK,GE_D4,UK	: 	0 	0 	0 	0 	0 
RT_SINC,Y45-54,F,FATALITY,AT	: 	0 	0 	0.14 	0 	0 
RT_SINC,Y45-54,F,FATALITY,BE	: 	0 	0 	0.63 	0 	0 
RT_SINC,Y45-54,F,FATALITY,BG	: 	1.13 	0.49 	0.28 	0.18 	0 
RT_SINC,Y45-54,F,FATALITY,CH	0 	1.15 	0.46 	0.64 	0 	0.62 
RT_SINC,Y45-54,F,FATALITY,CY	0 	0 	0 	0 	0 	0 
RT_SINC,Y45-54,F,FATALITY,CZ	: 	0 	0.7 	1.04 	0.42 	0.56 
RT_SINC,Y45-54,F,FATALITY,DE	0.03 	0.03 	0.09 	0.15 	0.06 	0.12 
RT_SINC,Y45-54,F,FATALITY,DK	: 	0 	0 	0 	0 	0 
RT_SINC,Y45-54,F,FATALITY,EE	: 	0 	0 	1.91 	0 	4.08 
RT_SINC,Y45-54,F,FATALITY,EL	: 	0 	0 	0 	0.26 	0 
RT_SINC,Y45-54,F,FATALITY,ES	: 	0 	0.06 	0.2 	0.62 	0.07 
RT_SINC,Y45-54,F,FATALITY,EU15	: 	0.1 	0.18 	0.25 	0.35 	0.15 
